ID,nome,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
3E6E,Artur de Pascoal Neto,Masculino,22,Pardo,Ensino Superior,SC,8,Operacoes,Analista Junior
6FAF,Frederico de Barbosa da Silva,Masculino,26,Pardo,Ensino Superior,RN,5,TI,Analista Senior
A582,Reinaldo Joao Coiava,Masculino,41,Branco,Ensino Superior,PA,0,Marketing,Analista Pleno
EF56,Matheus Vinicius dos Santos do Maranhao,Masculino,39,Branco,Mestrado,SP,5,Marketing,Analista Junior
8525,Damiao Ilogo,Masculino,22,Pardo,Ensino Medio,PB,2,Administrativo,Analista Pleno
5963,Giuseppe de Barbosa Neto,Masculino,25,Preto,Ensino Superior,MG,7,Recursos Humanos,Analista Senior
A3D1,Isac Sebastiao Nezem,Masculino,31,Pardo,Ensino Superior,PI,7,Recursos Humanos,Analista Pleno
9C73,Caue Avelino Buarque,Masculino,44,Pardo,Ensino Superior,MG,5,Vendas,Analista Junior
A6DA,Joaquim de Sampaio,Masculino,25,Preto,Ensino Superior,DF,3,Marketing,Analista Pleno
A89B,Eric de Campos,Masculino,43,Preto,Ensino Medio,SP,5,Compras,Analista Pleno
5327,Mayara da Silva,Feminino,36,Branco,Doutorado,MT,6,Recursos Humanos,Analista Pleno
E91F,Camila Milil,Feminino,29,Branco,Ensino Superior,PI,5,Operacoes,Analista Senior
6EB3,Samila Esleson Umce,Feminino,22,Branco,Doutorado,AC,8,Administrativo,Analista Pleno
FFB4,David Carlos Fose Banhos,Masculino,22,Branco,Ensino Superior,MG,6,Contabilidade,Analista Junior
CB05,Danielle Melanie de Gimenes dos Santos,Feminino,31,Pardo,Pos graduacao,DF,,Contabilidade,Gerente
F0CD,Barnabe de Alencar,Masculino,33,Preto,Ensino Superior,GO,5,Desenvolvimento de Produtos,Analista Senior
A175,Mario Frederico Rahonisa Espada de Braganca,Masculino,31,Branco,Pos graduacao,AL,3,TI,Analista Senior
1065,Amarildo Bamipe,Masculino,43,Pardo,Doutorado,RR,3,Contabilidade,Gerente
044E,Luciana de Oliveira,Feminino,28,Preto,Mestrado,MG,6,Compras,Analista Pleno
DAD2,Omar Iago Cygalan de Figueiredo,Masculino,34,Branco,Ensino Superior,DF,10,Operacoes,Analista Pleno
3162,Amanda de Toledo Ximenes,Feminino,21,Pardo,Pos graduacao,MS,6,TI,Gerente
7042,Celso Impras,Masculino,35,Branco,Ensino Superior,MG,10,Vendas,Analista Junior
55F3,Altino de Paiva Pinto,Masculino,33,Pardo,Ensino Superior,MA,10,Marketing,Analista Pleno
52ED,Cleberson Armando Ynaz,Masculino,18,Pardo,Ensino Superior,SP,,Vendas,Analista Senior
82BD,Xerxes Valente Themia,Masculino,41,Branco,Mestrado,PI,2,Contabilidade,Analista Junior
E089,Beatriz de Sa,Feminino,19,Pardo,Doutorado,AC,5,Marketing,Gerente
B6AC,Artur Zomuse,Masculino,20,Preto,Ensino Superior,TO,6,Vendas,Analista Junior
AE63,Joao Lucio Portugal de Campos,Masculino,31,Branco,Ensino Superior,PR,1,Recursos Humanos,Analista Senior
8ADA,Decio Nilton da Silva Neto,Masculino,30,Preto,Pos graduacao,RN,3,Contabilidade,Analista Junior
79E6,Fabricio Rareme,Masculino,55,Pardo,Ensino Superior,MG,7,Operacoes,Gerente
27AD,Ezequiel Edivaldo da Silva,Masculino,38,Pardo,Ensino Superior,ES,6,Contabilidade,Analista Junior
9F3B,Leandro de Fonseca,Masculino,39,Branco,Doutorado,SP,3,Administrativo,Analista Junior
A799,Tatiana Elisangela de Barbosa da Silva,Feminino,37,Branco,Mestrado,RO,7,Desenvolvimento de Produtos,Analista Junior
613D,Giuseppe dos Santos,Masculino,22,Branco,Ensino Medio,MG,6,Contabilidade,Analista Junior
7282,Eduardo Milani Bobami,Masculino,30,Branco,Ensino Superior,PA,4,Operacoes,Analista Junior
702E,Nathan Anderson de Magalhaes,Masculino,38,Branco,Pos graduacao,RJ,3,Marketing,Analista Pleno
1DB6,Marciane Marques de Bueno,Feminino,26,Branco,Ensino Superior,SP,7,Compras,Analista Junior
5FDB,Igor Toninho de Lima Aezo,Masculino,36,Branco,Ensino Superior,RJ,9,Desenvolvimento de Produtos,Analista Pleno
D193,Marco Couto da Silva de Gimenes,Masculino,19,Branco,Ensino Superior,RO,5,Administrativo,Analista Pleno
A9C9,Guilherme Avelino de Fonseca,Masculino,34,Pardo,Mestrado,RJ,,Recursos Humanos,Analista Pleno
FB57,Decio Romildo dos Santos Junior,Masculino,34,Pardo,Ensino Superior,SP,3,Contabilidade,Analista Junior
55E0,Karl de Souza da Silva,Masculino,74,Branco,Ensino Medio,RN,5,Recursos Humanos,Analista Junior
F677,Ademar Luke do Maranhao,Masculino,23,Pardo,Mestrado,MG,4,Administrativo,Analista Pleno
DC3E,Mikaella Mugepaze,Feminino,18,Preto,Ensino Superior,AL,,Contabilidade,Analista Junior
A15E,Jesus Wagoa Neto,Masculino,45,Pardo,Pos graduacao,BA,1,Vendas,Estagiario
2717,Leia de Sales da Silva Teles,Feminino,18,Pardo,Doutorado,RJ,,Recursos Humanos,Analista Pleno
92CE,Rogerio Gomes,Masculino,39,Pardo,Ensino Superior,MG,,TI,Analista Junior
355F,"Gustavo A,ngelo Iorna Gopan",Masculino,24,Pardo,Ensino Medio,RN,8,Administrativo,Analista Pleno
F800,Reginaldo Daie,Masculino,34,Pardo,Ensino Superior,SC,,Contabilidade,Analista Pleno
3FD5,Heitor Aselavic Obyson,Masculino,50,Branco,Ensino Superior,SC,4,Marketing,Analista Junior
A431,Filipe Entin,Masculino,38,Pardo,Ensino Medio,RS,4,TI,Analista Junior
E817,Carolina Udirnman dos Reis,Feminino,22,Branco,Doutorado,SE,6,Recursos Humanos,Analista Pleno
7D20,Sandro Pinhao de Ferraz,Masculino,46,Branco,Ensino Superior,MG,1,Contabilidade,Analista Junior
0E23,Samia Thais de Assuncao Gruppy,Feminino,38,Preto,Ensino Superior,PE,9,Marketing,Analista Pleno
19D3,Lucia Jeniffer da Conceicao,Feminino,20,Pardo,Ensino Superior,RN,,Contabilidade,Gerente
E7BD,Fabiano Heitor dos Santos de Campos,Masculino,37,Branco,Ensino Superior,MT,,Operacoes,Analista Junior
4664,Wagner Marcelo de Siqueira Neto,Masculino,34,Pardo,Pos graduacao,PI,1,Recursos Humanos,Estagiario
9AC0,Karl Jairo Seixas Zuzo Neto,Masculino,19,Pardo,Ensino Superior,BA,4,Operacoes,Analista Senior
A054,Mariano Ivan Brasil Bahia,Masculino,22,Pardo,Ensino Superior,SP,5,Operacoes,Gerente
4996,Cristina Raissa de Cardoso Dutra,Feminino,41,Branco,Ensino Superior,AL,4,Desenvolvimento de Produtos,Gerente
EEDC,Lucas Jose de Gusmao Junior,Masculino,37,Branco,Doutorado,PA,5,Desenvolvimento de Produtos,Analista Pleno
5459,Gilberto de Jesus,Masculino,28,Pardo,Ensino Superior,SE,4,Desenvolvimento de Produtos,Analista Junior
0F88,Eduardo Juan Ygramleo,Masculino,18,Pardo,Ensino Superior,AM,3,Desenvolvimento de Produtos,Gerente
E613,Flavio Silvio de Guimaraes,Masculino,34,Branco,Pos graduacao,PR,7,Vendas,Analista Senior
C0E0,Bento Marcio de Camargo Camara Gomes,Masculino,39,Pardo,Ensino Medio,AL,7,Marketing,Analista Pleno
2B93,Bento Simao de Santana Usanaov,Masculino,32,Branco,Ensino Superior,AP,12,Recursos Humanos,Analista Junior
ACDF,Romildo Mercado,Masculino,28,Branco,Mestrado,AL,0,Desenvolvimento de Produtos,Analista Junior
7E39,Matheus Growespa,Masculino,34,Branco,Ensino Superior,PR,8,Desenvolvimento de Produtos,Analista Pleno
9AA3,Altair Predi Camara Traeradom,Masculino,22,Branco,Ensino Superior,SC,8,Vendas,Gerente
8ACA,Cecilia Eliane Puji de Uchoa,Feminino,20,Pardo,Pos graduacao,SP,,Compras,Analista Pleno
7847,Bernardo Karl de Alvim da Gama,Masculino,22,Branco,Mestrado,GO,5,Administrativo,Analista Pleno
3583,Eric Oseas da Silva,Masculino,,Pardo,Ensino Superior,BA,2,Desenvolvimento de Produtos,Analista Pleno
F289,Osorio Guilherme Oanpifeson,Masculino,44,Preto,Mestrado,PR,3,Administrativo,Diretor
15AE,Bernardo Thiago de Moura,Masculino,38,Pardo,Mestrado,MG,6,Operacoes,Analista Pleno
9290,Baltazar Aureo de Lisboa Dias,Masculino,,Pardo,Ensino Superior,MT,8,TI,Analista Junior
BCFD,Mike Seixas de Antunes,Masculino,27,Branco,Ensino Superior,SP,11,Contabilidade,Analista Senior
2A1D,Breno Victor de Miranda dos Santos,Masculino,21,Pardo,Mestrado,RO,7,Administrativo,Analista Senior
826F,Janio de Souza Leryl,Masculino,35,Branco,Ensino Superior,PA,8,Recursos Humanos,Analista Senior
9814,Marcelo Edrazbu,Masculino,39,Pardo,Mestrado,PE,7,Administrativo,Analista Junior
2ED2,Wesley Joao de Figueira,Masculino,28,Pardo,Ensino Superior,SP,1,TI,Analista Pleno
09DB,Graziele de Pimentel Moreno,Feminino,30,Preto,Ensino Superior,PA,4,Desenvolvimento de Produtos,Analista Junior
0718,Marielle Abigail da Silva Miaquion,Feminino,38,Pardo,Ensino Superior,RJ,7,TI,Analista Pleno
E79F,Jardel Fernando de Martins,Masculino,30,Branco,Pos graduacao,MG,9,TI,Analista Pleno
E2D8,Nair Darembi de Junqueira,Feminino,22,Pardo,Mestrado,TO,,TI,Analista Junior
60DC,Thiago Lucio Deise,Masculino,21,Pardo,Ensino Superior,RS,6,Contabilidade,Analista Senior
F003,Elano Larnlyle da Silva de Alcantara,Masculino,21,Pardo,Ensino Superior,SP,,Administrativo,Analista Junior
12D7,Mariano Quirino Aoci dos Pinhais,Masculino,31,Pardo,Ensino Superior,SP,1,Operacoes,Analista Junior
6F0F,Nilo Jorge Sanches,Masculino,38,Pardo,Pos graduacao,TO,3,Vendas,Analista Pleno
467D,Ayrton Kaue da Silva Gomes,Masculino,34,Branco,Ensino Superior,AC,6,TI,Gerente
2A80,Nathan de Amorim Usseao,Masculino,37,Branco,Ensino Superior,MG,3,Contabilidade,Analista Junior
F728,Rodolfo Tisessetyrnman,Masculino,27,Branco,Ensino Superior,PA,5,TI,Analista Pleno
7B57,Ademar da Paz,Masculino,55,Branco,Pos graduacao,RJ,7,Marketing,Analista Pleno
964E,Celeste dos Santos,Feminino,25,Branco,Pos graduacao,PR,6,Administrativo,Analista Junior
2AA8,Bella de Figueiredo Rono,Feminino,35,Pardo,Pos graduacao,RO,3,Operacoes,Gerente
7CB5,Vitoria Magali Arel da Silva,Feminino,27,Branco,Pos graduacao,SC,,Marketing,Gerente
3E6B,Flavio Castelo,Masculino,34,Pardo,Ensino Superior,CE,6,Vendas,Gerente
8F55,Orlando Fabio de Pacheco,Masculino,28,Branco,Ensino Superior,RS,4,Marketing,Analista Pleno
C09C,Nicole Samia de Parreira,Feminino,25,Pardo,Ensino Superior,RS,10,Administrativo,Gerente
C39E,Carlos de Holanda,Masculino,22,Branco,Pos graduacao,RS,1,TI,Analista Senior
4F49,Matheus Iearn,Masculino,37,Preto,Ensino Superior,RJ,5,Vendas,Analista Junior
3F84,Olivia Portugal Duifumao,Feminino,36,Branco,Ensino Superior,SP,1,Compras,Gerente
B072,Everton Bernardo Asiov de Toledo,Masculino,21,Preto,Ensino Medio,RR,,Operacoes,Analista Senior
E808,Hercules de Pereira,Masculino,23,Pardo,Mestrado,RS,4,Operacoes,Analista Pleno
EA31,Jose Leiavuan Doni Junior,Masculino,38,Pardo,Ensino Medio,MG,14,Operacoes,Gerente
1362,Daniel Decio Oies,Masculino,22,Branco,Ensino Superior,RJ,4,Administrativo,Analista Pleno
89E4,Tatiane Oune,Feminino,21,Pardo,Doutorado,PB,3,Operacoes,Gerente
C895,Bruno Osquoson,Masculino,28,Pardo,Ensino Superior,SP,7,Recursos Humanos,Analista Junior
B5A7,Boris Everaldo Mome,Masculino,41,Branco,Mestrado,RJ,3,Desenvolvimento de Produtos,Analista Senior
1CAF,Anakin de Nogueira Guedes,Masculino,32,Pardo,Ensino Superior,BA,3,Operacoes,Analista Senior
7F98,Alessandra da Silva,Feminino,39,Pardo,Ensino Superior,RS,6,Administrativo,Gerente
66B5,Arnaldo Gomes,Masculino,21,Branco,Pos graduacao,SP,,Compras,Analista Pleno
C507,Jack Flavio de Azevedo,Masculino,29,Preto,Mestrado,MG,1,Recursos Humanos,Analista Pleno
D516,Maria Tekapii Gomes de Lemes,Feminino,26,Pardo,Ensino Superior,SC,8,Recursos Humanos,Analista Senior
07D9,Wesley Bruno Gomes Weiss,Masculino,23,Branco,Ensino Superior,RO,5,Vendas,Analista Junior
70CB,Marciano Jair Orena,Masculino,25,Branco,Ensino Superior,PA,11,Compras,Analista Junior
7EF6,Leonardo Guilherme Oietoler Zoka,Masculino,34,Branco,Ensino Medio,SP,6,Recursos Humanos,Analista Senior
ADD6,Elano Iplutam Rodrigues de Morais,Masculino,22,Preto,Ensino Superior,MG,6,Administrativo,Analista Pleno
AE97,Luan de Diniz,Masculino,29,Branco,Ensino Medio,SC,8,Contabilidade,Analista Senior
78E2,Raul David Valverde,Masculino,49,Branco,Ensino Superior,RJ,8,Operacoes,Analista Senior
2725,Washington Vanil,Masculino,36,Pardo,Ensino Medio,MG,8,Vendas,Analista Senior
55F8,Aldo Gilberto Gutierrez da Silva,Masculino,33,Pardo,Ensino Superior,SP,8,Contabilidade,Analista Pleno
DCBF,Henrique Igor de Munhoz Vaoe da Silva,Masculino,42,Branco,Ensino Superior,PI,6,Administrativo,Gerente
72BE,Josiel Bunsoeson Ribeiro,Masculino,21,Pardo,Ensino Superior,PR,0,Recursos Humanos,Analista Senior
0449,Boris Uribe Gomes,Masculino,33,Branco,Mestrado,RN,3,Compras,Gerente
5206,Rai Beto de Sales,Masculino,40,Branco,Ensino Superior,GO,7,Contabilidade,Analista Junior
AABE,Lucio Sanches de Magalhaes Junior,Masculino,28,Pardo,Ensino Superior,PI,7,Marketing,Analista Junior
7E53,Madalena Laura Eaivic,Feminino,34,Branco,Pos graduacao,RO,8,Marketing,Gerente
C082,Lucas da Silva Junior,Masculino,23,Amarelo,Ensino Superior,RR,6,Marketing,Analista Pleno
6A14,Fabiola Nayara de Novais do Espirito Santo,Feminino,39,Pardo,Pos graduacao,MT,1,Marketing,Analista Senior
364A,Oseas Jaziel de Pereira Valverde Zabiro,Masculino,20,Branco,Mestrado,RJ,5,Vendas,Gerente
4E4C,Elaine Andreia de Oliveira,Feminino,35,Pardo,Ensino Superior,RJ,2,Marketing,Estagiario
911D,Roberto de Braganca,Masculino,27,Pardo,Ensino Superior,RJ,6,Desenvolvimento de Produtos,Analista Pleno
9A26,Laercio Davi de Araujo,Masculino,25,Branco,Ensino Superior,SP,4,Compras,Analista Senior
11DA,Gilmara Wanda de Viana do Parana,Feminino,20,Branco,Doutorado,MG,3,Marketing,Analista Junior
247A,Hildebrando Olavo da Silva,Masculino,24,Branco,Pos graduacao,RS,,Desenvolvimento de Produtos,Analista Pleno
CAF4,Jackson Alvaro Jangada de Silveira Brasil Neto,Masculino,19,Branco,Ensino Superior,PR,,Vendas,Analista Junior
7E46,Ramon Guedes Nunes,Masculino,39,Pardo,Mestrado,SC,5,TI,Analista Pleno
B395,Caue da Silva de Barbosa,Masculino,41,Pardo,Ensino Superior,RO,6,Operacoes,Analista Pleno
E21C,Eleonora Jardim,Feminino,35,Branco,Ensino Superior,BA,11,Compras,Analista Pleno
B0F6,Christie Freire,Feminino,29,Branco,Ensino Superior,SP,3,Desenvolvimento de Produtos,Analista Senior
3792,Osorio Marques,Masculino,43,Pardo,Ensino Superior,GO,6,Recursos Humanos,Analista Junior
0E7F,Teresa Claudia de Alvarenga,Feminino,25,Branco,Pos graduacao,ES,5,Contabilidade,Analista Pleno
E887,Mauricio Omavic Fortes,Masculino,30,Branco,Pos graduacao,SC,7,Vendas,Gerente
FAA1,Vinicius de Camargo,Masculino,28,Branco,Doutorado,MA,,Vendas,Estagiario
FDB2,Marco Leandro de Brandao,Masculino,23,Pardo,Mestrado,RS,7,Desenvolvimento de Produtos,Analista Senior
052A,Tales de Castro Iaea,Masculino,33,Pardo,Mestrado,DF,4,Administrativo,Analista Pleno
EB96,Joaquim Marcio de Cardozo,Masculino,42,Pardo,Ensino Superior,SC,12,Recursos Humanos,Analista Junior
886F,Eduardo de Bueno,Masculino,36,Pardo,Ensino Superior,RJ,7,Recursos Humanos,Analista Senior
BB5F,Melissa de Barbosa Ayosu,Feminino,29,Branco,Mestrado,SC,0,TI,Analista Pleno
0640,Vitor Jean de Fernandes Gasujiza Egumi Neto,Masculino,21,Preto,Pos graduacao,PR,3,Recursos Humanos,Gerente
19D0,Yolanda Flaviana Griylov de Silveira,Feminino,23,Pardo,Ensino Superior,AP,6,Vendas,Analista Junior
E37A,Aurelio Mourao,Masculino,32,Pardo,Ensino Superior,PI,13,Vendas,Gerente
0CC0,Rai Vocri,Masculino,45,Branco,Ensino Superior,MS,,Marketing,Analista Pleno
8639,Luzimara Teresa Delima,Feminino,40,Branco,Ensino Superior,DF,10,Contabilidade,Gerente
1EEB,Rafaela Celia de Santana,Feminino,18,Pardo,Ensino Superior,MS,,Administrativo,Analista Junior
2A78,Aureo Amarildo de Guimaraes Sanches,Masculino,21,Pardo,Ensino Superior,AL,2,Vendas,Estagiario
2CF7,Julio Rafael de Lemes,Masculino,27,Branco,Doutorado,SC,6,TI,Analista Senior
7799,Aecio Plaljymidu da Silva Neto,Masculino,18,Branco,Doutorado,SC,4,Contabilidade,Analista Pleno
B00E,Giovanni Grigazson de Campos,Masculino,56,Pardo,Ensino Superior,RR,6,Vendas,Gerente
A597,Beto dos Santos Iucelul Junior,Masculino,19,Branco,Ensino Superior,PB,1,Operacoes,Analista Senior
FACA,Zeca de Barbosa Dazve,Masculino,30,Pardo,Pos graduacao,RO,2,Operacoes,Analista Pleno
07BB,Celia Fortes,Feminino,25,Pardo,Ensino Superior,SP,9,Recursos Humanos,Analista Senior
367A,Maria da Silva Terceiro,Feminino,36,Branco,Mestrado,PA,11,Operacoes,Analista Pleno
9E1A,Joao Woji Yiman,Masculino,46,Branco,Pos graduacao,SC,2,Vendas,Analista Pleno
53FB,Mauricio Benedito Weber,Masculino,28,Branco,Pos graduacao,SC,3,Compras,Analista Senior
3BE1,Mauricio Silvair Preto,Masculino,29,Pardo,Ensino Superior,PB,10,Compras,Analista Pleno
524D,Inacio de Lins,Masculino,28,Pardo,Ensino Superior,CE,4,Marketing,Analista Pleno
EBAF,Antonio Bahia Vretreno Neto,Masculino,28,Branco,Ensino Superior,AM,6,Contabilidade,Gerente
2A4E,Claudia Larissa Sumoni de Alvares,Feminino,46,Pardo,Ensino Superior,SP,2,Contabilidade,Analista Junior
2F44,Edu Marlon Olta,Masculino,24,Branco,Ensino Superior,RS,1,Desenvolvimento de Produtos,Analista Junior
241C,Paulo Thiago Cavalcante de Sampaio,Masculino,21,Branco,Doutorado,CE,5,Operacoes,Analista Junior
95BA,Jardel Iago de Fraga,Masculino,49,Pardo,Ensino Superior,AL,6,Marketing,Analista Senior
076A,Inacio Moises Maesoa Bane,Masculino,40,Branco,Doutorado,SP,8,Desenvolvimento de Produtos,Analista Pleno
EE51,Orlando Bernardo de Teixeira Ploigi,Masculino,30,Branco,Ensino Superior,RS,10,Operacoes,Analista Senior
5A3E,Felix Meza de Pereira Junior,Masculino,23,Pardo,Ensino Superior,MS,3,Operacoes,Gerente
81E2,Priscila de Fernandes Souto,Feminino,50,Branco,Ensino Superior,MT,6,TI,Analista Pleno
2545,Heitor de Braga,Masculino,19,Pardo,Ensino Superior,RS,,Vendas,Analista Junior
EFAD,Max Giovanni Iava Wyclimmoeson Dutra,Masculino,18,Pardo,Mestrado,AP,,Compras,Analista Junior
D5F7,Eustaquio Laercio Gutierrez de Santana Ozinuoson,Masculino,20,Pardo,Pos graduacao,PI,2,Operacoes,Analista Senior
DA6C,Leopoldo Moacyr Pires dos Santos,Masculino,27,Branco,Mestrado,PR,6,Operacoes,Analista Senior
A0F4,Nilton Rosa,Masculino,40,Pardo,Pos graduacao,CE,6,Operacoes,Analista Junior
4CB4,Juliano Batista dos Santos de Nogueira,Masculino,53,Pardo,Pos graduacao,PR,8,Vendas,Analista Pleno
F54C,Albano Kluhidui,Masculino,38,Pardo,Ensino Superior,PE,10,Compras,Analista Pleno
6FDF,Gustavo Ribeiro Ipol,Masculino,43,Pardo,Pos graduacao,MA,,TI,Analista Pleno
8CF5,Henrique de Lacerda da Lira Crezbeov,Masculino,20,Branco,Ensino Superior,SC,5,Contabilidade,Analista Pleno
6ABD,Roberto Siskeru,Masculino,18,Branco,Ensino Superior,RS,,Administrativo,Gerente
8ABB,Emilio dos Santos Neto,Masculino,46,Preto,Ensino Superior,AP,9,Operacoes,Analista Junior
18C1,Decio Adilson Renia de Salvador Terceiro,Masculino,42,Branco,Mestrado,AP,3,Compras,Analista Pleno
AFB8,Luciana Patricia de Farias dos Santos Jipena,Feminino,27,Branco,Doutorado,SP,5,TI,Analista Senior
4D13,Ricardo Plinio de Sales,Masculino,34,Pardo,Mestrado,RJ,9,Recursos Humanos,Analista Junior
A364,Wesley Laerte Greme,Masculino,45,Pardo,Ensino Superior,SE,6,Recursos Humanos,Analista Pleno
2A40,Tulio Abilio Evason de Barbosa,Masculino,21,Branco,Ensino Superior,RN,,Contabilidade,Gerente
A4C4,Boris Colosiov Torres,Masculino,36,Pardo,Pos graduacao,SP,5,Vendas,Analista Junior
11A2,Reinaldo Hohoha,Masculino,18,Branco,Doutorado,RR,,Marketing,Analista Senior
A610,Diogo Eustaquio de Barbosa,Masculino,25,Pardo,Doutorado,RN,7,Vendas,Gerente
8CA4,Mariana Rebeca Idapomo Schmidt Guerra,Feminino,21,Pardo,Ensino Superior,RS,,Marketing,Analista Pleno
DAD7,Rogerio Ofrerner de Cabral Neto,Masculino,31,Pardo,Ensino Medio,AM,4,Contabilidade,Analista Junior
F341,Yeda de Fraga,Feminino,38,Pardo,Ensino Superior,AC,7,Compras,Analista Pleno
8BA4,Filipe dos Santos,Masculino,22,Branco,Ensino Superior,SE,6,Marketing,Analista Junior
8A71,Asrsula Samanta de Pacheco,Feminino,44,Pardo,Pos graduacao,DF,5,Desenvolvimento de Produtos,Analista Pleno
D114,Osvaldo Alberto de Queiroz Amjozufe Junior,Masculino,48,Pardo,Doutorado,DF,0,Contabilidade,Gerente
A9AA,Eduardo Tiago de Oliveira,Masculino,49,Pardo,Mestrado,CE,8,Operacoes,Analista Junior
5A78,Amarildo dos Santos de Guimaraes,Masculino,38,Branco,Mestrado,TO,5,Compras,Analista Junior
264A,Mike Fabricio de Mello,Masculino,18,Pardo,Ensino Superior,PB,,Compras,Analista Pleno
3B23,Oliver de Miranda,Masculino,24,Branco,Ensino Superior,GO,10,Recursos Humanos,Analista Junior
0105,Abilio Eric Rodrigues de Arantes Junior,Masculino,25,Branco,Ensino Superior,RR,4,Contabilidade,Analista Pleno
4B4A,Antonio Reinaldo Senisrirn da Mata,Masculino,24,Pardo,Mestrado,RJ,,Administrativo,Analista Senior
286C,Leo Ederson de Muniz Prates Gessagoly,Masculino,25,Pardo,Doutorado,ES,0,Marketing,Analista Pleno
3695,Julio Chiko de Oliveira,Masculino,30,Pardo,Mestrado,PI,6,Marketing,Analista Pleno
C5E5,Leo Janio Kebiyo de Magalhaes,Masculino,28,Preto,Ensino Superior,RR,9,Operacoes,Analista Pleno
03C1,Mario de Albuquerque,Masculino,18,Branco,Ensino Superior,TO,2,TI,Gerente
08FA,Wesley Renato da Luz Franco,Masculino,51,Branco,Ensino Superior,PE,4,Compras,Analista Senior
478C,Arthur Nilton Fortes Milani da Silva,Masculino,38,Branco,Ensino Superior,SC,5,Operacoes,Analista Senior
0B5E,Altino Benjamin de Santana Gomes,Masculino,37,Branco,Doutorado,RS,4,Recursos Humanos,Analista Junior
F7A4,Catarina Marcia Duefeila,Feminino,25,Branco,Mestrado,PE,7,Desenvolvimento de Produtos,Analista Junior
8321,Fred Renato de Assuncao Pasesson,Masculino,40,Pardo,Ensino Superior,PB,7,Desenvolvimento de Produtos,Analista Junior
9292,Mateus Toninho de Souza Gomes,Masculino,23,Preto,Ensino Superior,BA,4,Recursos Humanos,Analista Senior
ECC0,Xerxes Elaboa Negrao Uefe,Masculino,41,Pardo,Ensino Superior,SE,8,Operacoes,Analista Junior
BC21,Marcos de Bueno Venyin,Masculino,30,Pardo,Mestrado,PA,10,Contabilidade,Analista Junior
795A,Patricia Maria de Moreira do Prado Moreno,Feminino,26,Branco,Mestrado,SE,6,Operacoes,Analista Junior
C942,Suzana de Assuncao,Feminino,19,Branco,Ensino Superior,MG,2,Recursos Humanos,Analista Junior
3A5F,Wilson de Cabral da Silva,Masculino,18,Branco,Doutorado,PI,,Desenvolvimento de Produtos,Analista Senior
C61C,Carlos Eduardo da Silva Freire,Masculino,34,Branco,Ensino Medio,MG,9,Contabilidade,Gerente
32AC,Flavio Aesmi Junior,Masculino,38,Branco,Ensino Medio,SP,9,Desenvolvimento de Produtos,Analista Junior
6E85,Washington de Madureira,Masculino,32,Branco,Pos graduacao,PE,10,Compras,Analista Senior
5A9A,Ana de Maia,Feminino,25,Branco,Ensino Superior,RS,5,Desenvolvimento de Produtos,Analista Pleno
A3F4,Maria Gabriela de Almeida Pedovic,Feminino,24,Branco,Ensino Superior,RJ,,Vendas,Estagiario
B030,Cleuza de Malta Schmidt,Feminino,24,Branco,Ensino Superior,MT,8,Contabilidade,Gerente
827C,Jacinto Vleca Poraov Neto,Masculino,34,Pardo,Ensino Superior,RS,8,Desenvolvimento de Produtos,Analista Junior
589D,Julio Neanyer,Masculino,27,Branco,Mestrado,PB,5,Recursos Humanos,Analista Pleno
9737,"Soraya A,ngela de Souza Zubohe Omve",Feminino,18,Pardo,Mestrado,RS,,Compras,Analista Pleno
11D3,Luke Fortes Werner,Masculino,32,Pardo,Pos graduacao,RJ,5,Contabilidade,Analista Junior
2981,Celso dos Santos da Silva,Masculino,30,Branco,Ensino Superior,PR,4,Vendas,Gerente
820D,Suzy Leila Pimenta Portugal,Feminino,13,Branco,Não informado,MG,,Operacoes,Analista Junior
D136,Selena Tyaycernman,Feminino,20,Branco,Ensino Superior,AP,6,Compras,Analista Senior
DFBB,Mirian Klein,Feminino,19,Pardo,Ensino Superior,PE,,Vendas,Gerente
4AC8,Andreia Emeoman de Meireles,Feminino,20,Branco,Ensino Superior,MG,0,Recursos Humanos,Gerente
50E7,Suellen Rebopa Almei Gomes,Feminino,33,Pardo,Ensino Superior,RJ,3,Recursos Humanos,Gerente
F427,Caio Victor Eiao Waropame,Masculino,28,Pardo,Ensino Superior,SC,1,Compras,Analista Junior
4BF7,Mara Marilucia Elis,Feminino,39,Branco,Ensino Superior,SP,3,Administrativo,Analista Junior
88E8,Zulmira Shicro de Souza,Feminino,22,Pardo,Ensino Superior,SP,1,Compras,Analista Senior
54CC,Wagner Charles de Holanda,Masculino,33,Pardo,Ensino Superior,DF,4,TI,Analista Junior
CE05,Fernanda Yolanda de Gimenes da Silva,Feminino,22,Pardo,Ensino Superior,TO,7,Desenvolvimento de Produtos,Analista Pleno
869E,Maira Julia Bahona Pires,Feminino,31,Pardo,Ensino Superior,MS,12,Marketing,Analista Junior
E643,Hugo Felipe da Silva,Masculino,33,Branco,Pos graduacao,RS,6,Compras,Gerente
1579,Michel de Alcantara Broio Ozin,Masculino,34,Pardo,Ensino Superior,PE,5,Recursos Humanos,Gerente
C096,Isac Marcio Penedo,Masculino,38,Pardo,Ensino Superior,AP,6,TI,Analista Pleno
897F,Paulinia Mirian da Silva,Feminino,28,Branco,Ensino Superior,SE,4,Recursos Humanos,Analista Junior
